id,CV_doordash_pm_Score,CV_google_ux_Score,match
6018,0.81972843,0.8420464,0
6021,0.8366944,0.8393103,0
6026,0.8146107,0.89357126,0
9479,0.83632195,0.8915758,0
16980,0.8366052,0.8578857,0
17014,0.6996542,0.76679975,0
18230,0.81689143,0.823526,0
18348,0.8176062,0.89789426,0
26715,0.8056642,0.8276862,0
26747,0.897603,0.88696706,0
29788,0.8390851,0.8660176,0
29835,0.8466531,0.90271384,0
30606,0.771918,0.82136893,0
30845,0.8575687,0.89139396,0
32072,0.88726735,0.8879692,0
46443,0.86540306,0.897422,0
46506,0.70401543,0.77095646,0
50300,0.8785915,0.8818548,0
51419,0.7494608,0.80637556,0
53971,0.7726426,0.80634475,0
53972,0.7750432,0.8202273,0
53973,0.87178874,0.9200014,0
53974,0.81922936,0.88183206,0
53975,0.8485755,0.88424504,0
53976,0.7678846,0.8280685,0
53977,0.8739735,0.89750004,0
53978,0.818787,0.88238174,0
53979,0.8568124,0.89340967,0
53981,0.80299306,0.87299556,0
54796,0.7993674,0.79660195,0
54797,0.8695857,0.89337444,0
54798,0.80559033,0.8623495,0
54799,0.75056404,0.83735955,0
54800,0.76831985,0.83516073,0
56453,0.8227838,0.8676262,0
56528,0.7918203,0.83900297,0
56542,0.8368452,0.91303563,0
56543,0.7593102,0.78725725,0
56544,0.83945763,0.88653797,0
56545,0.7568313,0.7481912,0
56618,0.7934563,0.8507314,0
56619,0.76289135,0.84686893,0
56629,0.8900909,0.9112349,0
56630,0.79755926,0.85836184,0
56631,0.7926491,0.85985625,0
56632,0.87563723,0.9220105,0
56633,0.7962482,0.844704,0
56634,0.74498343,0.80377996,0
56635,0.7303113,0.79852843,0
56637,0.8289921,0.8822423,0
56638,0.8395251,0.87257147,0
56639,0.70545113,0.81270885,0
56641,0.8057692,0.8843533,0
56642,0.79807675,0.8673828,0
56643,0.86503965,0.8410065,0
56644,0.72183263,0.7914114,0
56645,0.81050783,0.8463256,0
56646,0.74620044,0.80502856,0
56647,0.8154922,0.83885753,0
56648,0.86687994,0.8858664,0
56649,0.8127352,0.801724,0
56650,0.8492846,0.9223221,0
56651,0.73110425,0.80286705,0
56652,0.8301041,0.8273554,0
56653,0.73699754,0.7674954,0
56654,0.87811613,0.929392,0
56656,0.8024687,0.8475109,0
56657,0.76825106,0.862515,0
56661,0.8807047,0.91122085,0
56662,0.7561407,0.8289554,0
56725,0.8118535,0.8665456,0
56795,0.7853752,0.86430824,0
56796,0.7662462,0.8461517,0
56797,0.8074836,0.8514757,0
56798,0.7970058,0.8167087,0
56799,0.8237421,0.9081762,0
56800,0.81372666,0.8134059,0
56801,0.76981676,0.840127,0
56802,0.7900418,0.80307764,0
56803,0.83550125,0.85905707,0
56804,0.8674824,0.8906783,0
56805,0.7667828,0.7999923,0
56807,0.8129789,0.86125696,0
56809,0.7909018,0.8433418,0
56859,0.7857143,0.8477992,0
56860,0.83798337,0.9018886,0
56861,0.7633898,0.7689758,0
56862,0.80862546,0.8436817,0
57384,0.8628199,0.9311049,0
57400,0.9022654,0.9066463,0
62042,0.85214484,0.83629394,0
63086,0.7105472,0.8030467,0
63087,0.7874408,0.8754021,0
83710,0.83122766,0.8613397,0
83711,0.79241765,0.7701442,0
86666,0.7976421,0.8916458,0
87779,0.7217212,0.7140521,0
97622,0.83185154,0.88474995,0
98134,0.73870146,0.8253988,0
98135,0.793396,0.8797651,0
98136,0.81221175,0.84668446,0
98137,0.80553424,0.85434824,0
98138,0.78966296,0.8844228,0
98171,0.8037321,0.8720887,0
98172,0.7573557,0.8240388,0
98173,0.83376956,0.8759593,0
98245,0.7555576,0.80640197,0
98250,0.8123142,0.7735916,0
98251,0.78377265,0.8166344,0
98252,0.70362353,0.6908432,0
98253,0.8436983,0.8293048,0
98254,0.8582866,0.9034249,0
98255,0.84320813,0.80622953,0
98256,0.8170043,0.832114,0
98257,0.85567707,0.8598099,0
98258,0.7788763,0.8460016,0
98259,0.84148383,0.8781574,0
98260,0.78055876,0.7924813,0
98261,0.80414337,0.79632133,0
98262,0.82294726,0.84728724,0
98263,0.8191799,0.82393575,0
98264,0.7592357,0.7465103,0
98265,0.87758327,0.8760281,0
98266,0.8442223,0.8099183,0
98267,0.81986076,0.828095,0
98268,0.79092526,0.7660269,0
98269,0.84009564,0.85620767,0
98270,0.84185153,0.87048084,0
98271,0.7670759,0.8723707,0
98272,0.85707164,0.9292579,0
98273,0.8597348,0.8896793,0
98274,0.8475654,0.8937221,0
98275,0.8416322,0.887348,0
98276,0.83197385,0.8594584,0
98277,0.81147534,0.8376014,0
98278,0.8745009,0.9013842,0
98279,0.8404902,0.85349405,0
98280,0.8276128,0.83129734,0
98281,0.8462127,0.90049183,0
98282,0.8112334,0.83641654,0
98283,0.8606146,0.8573343,0
98284,0.73307157,0.82138526,0
98285,0.8027452,0.86626464,0
98286,0.8106376,0.84075177,0
98287,0.8621811,0.89879483,0
98288,0.78014845,0.78400356,0
98289,0.8007725,0.8306743,0
98290,0.7232671,0.82203037,0
98291,0.8282596,0.87097216,0
98292,0.8180445,0.87811923,0
98293,0.82225853,0.8739201,0
98294,0.77607936,0.7898294,0
98295,0.8223696,0.90418357,0
98296,0.82893425,0.83052635,0
98297,0.8556765,0.87115824,0
98298,0.8375716,0.8606238,0
98299,0.8628395,0.9013977,0
98300,0.8317963,0.89344066,0
98301,0.7998105,0.9025551,0
98302,0.8615969,0.8653203,0
98303,0.85497415,0.91463864,0
98304,0.8685401,0.8338825,0
98305,0.882887,0.9013881,0
98306,0.85157466,0.8847614,0
98307,0.85415906,0.90103555,0
98308,0.8508378,0.91246694,0
98309,0.8208141,0.8764384,0
98310,0.85668373,0.8425104,0
98311,0.838179,0.87314713,0
98312,0.84152424,0.89576524,0
98313,0.8370819,0.90083086,0
98314,0.86337584,0.884508,0
98315,0.8276424,0.8763157,0
98316,0.8949145,0.88598853,0
98317,0.8317139,0.89269793,0
98318,0.85582805,0.86417025,0
98319,0.8572297,0.89056635,0
98320,0.8664453,0.91405207,0
98321,0.81223965,0.8524976,0
98322,0.8601837,0.9002507,0
98323,0.87469184,0.88086855,0
98324,0.8551092,0.89489526,0
98325,0.8462603,0.89411956,0
98326,0.79913706,0.85071206,0
98327,0.7896244,0.83965313,0
98328,0.8353922,0.8365718,0
98329,0.84601974,0.9038216,0
98330,0.8071451,0.8357975,0
98331,0.7985569,0.7761107,0
98332,0.79182756,0.870533,0
98333,0.787222,0.852561,0
98334,0.71658826,0.7238443,0
98335,0.8462479,0.8320989,0
98336,0.7969003,0.80651546,0
98337,0.7265895,0.7647954,0
98338,0.79706585,0.78065,0
98339,0.75725764,0.86544514,0
98340,0.7852254,0.86327106,0
98341,0.85207987,0.93801475,0
98342,0.8691021,0.8817732,0
98343,0.7234814,0.8222071,0
98344,0.8199272,0.8429755,0
98345,0.83418155,0.8992723,0
98346,0.7785017,0.82809556,0
98347,0.7418892,0.7995537,0
98348,0.764167,0.80704504,0
98349,0.8471465,0.8963203,0
98350,0.8135512,0.8703604,0
98351,0.7866485,0.8646711,0
98352,0.7527722,0.84720504,0
98353,0.7371747,0.8130189,0
98354,0.7191472,0.7045557,0
98355,0.82454264,0.8594422,0
98356,0.77070844,0.81346893,0
98357,0.7410662,0.7011943,0
98358,0.8502868,0.9065368,0
98359,0.7677412,0.8215951,0
98360,0.7419652,0.7474139,0
98361,0.82362366,0.85030663,0
98362,0.74933827,0.7901273,0
98363,0.83928585,0.8733057,0
98364,0.748285,0.7758386,0
98365,0.7827592,0.803162,0
98366,0.7699958,0.7802608,0
98367,0.78894794,0.82327276,0
98368,0.761659,0.8248572,0
98369,0.8068352,0.88148844,0
98370,0.84175485,0.89497757,0
98371,0.8430563,0.83284324,0
98372,0.86519265,0.8850974,0
98373,0.84379363,0.82653606,0
98374,0.83584476,0.83411133,0
98375,0.8295036,0.8638787,0
98376,0.8606858,0.8656709,0
98377,0.7928612,0.8752586,0
98378,0.85831827,0.8843955,0
98379,0.86119735,0.8870955,0
98380,0.8534534,0.9101423,0
98381,0.8162001,0.8697175,0
98382,0.82065237,0.9010713,0
98383,0.8359265,0.8688388,0
98384,0.8226551,0.81190854,0
98385,0.8573272,0.9224389,0
98386,0.834308,0.85872644,0
98387,0.8564106,0.8747141,0
98388,0.8474864,0.8454345,0
98389,0.87407684,0.8902499,0
98390,0.7842533,0.8057692,0
98391,0.82346594,0.89626503,0
98392,0.7868325,0.7998473,0
98393,0.83077985,0.8991163,0
98394,0.7686255,0.85836744,0
98395,0.8535375,0.90322626,0
98396,0.8164883,0.8885126,0
98397,0.8013645,0.87456316,0
98398,0.83715385,0.8695544,0
98399,0.73643064,0.7789415,0
98400,0.76557565,0.79268074,0
98401,0.81378907,0.8476142,0
98402,0.86760575,0.90443534,0
1747,0.8670461,0.87274396,1
